/experiments/ENCSR458RRZ/	ENCSR458RRZ	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	liver tissue male adult (32 years)	liver	GEO:GSM1127173		Bing Ren, UCSD	Roadmap	released	/files/ENCFF007GTB/,/files/ENCFF654JFS/,/files/ENCFF752QSK/,/files/ENCFF209IVU/,/files/ENCFF499BYK/,/files/ENCFF813EXR/,/files/ENCFF189GSI/,/files/ENCFF270BHR/,/files/ENCFF606SAC/,/files/ENCFF099ZTY/,/files/ENCFF428ZZP/,/files/ENCFF350BYI/,/files/ENCFF888QSH/,/files/ENCFF340FXJ/,/files/ENCFF572NBX/,/files/ENCFF943CRU/,/files/ENCFF936OFA/,/files/ENCFF883XNL/		ENCBS360QRF	1	2	ENCAB000ADS	Homo sapiens	adult	32 years										/replicates/94112815-a19e-4dcb-9273-4ea261a67013/
/experiments/ENCSR834HGK/	ENCSR834HGK	DNase-seq	DNase-seq			posterior cingulate gyrus tissue female adult (77 years)	posterior cingulate gyrus			John Stamatoyannopoulos, UW	ENCODE	submitted	/files/ENCFF206FKQ/,/files/ENCFF084CCJ/,/files/ENCFF027BKP/,/files/ENCFF945EWS/,/files/ENCFF438WFI/,/files/ENCFF897MIM/		ENCBS222SFZ	1	1		Homo sapiens	adult	77 years										/replicates/06682b91-bdbc-4473-947b-92ab764f8b69/
/experiments/ENCSR365FVU/	ENCSR365FVU	DNase-seq	DNase-seq			posterior cingulate gyrus tissue male adult (78 years)	posterior cingulate gyrus			John Stamatoyannopoulos, UW	ENCODE	submitted	/files/ENCFF071KUI/,/files/ENCFF568DON/,/files/ENCFF029PIV/,/files/ENCFF398JVT/,/files/ENCFF588MAH/,/files/ENCFF223FFQ/		ENCBS833YNN	1	1		Homo sapiens	adult	78 years										/replicates/6946cf44-20a8-4d26-a09e-65af7a4f86b0/
/experiments/ENCSR476VJY/	ENCSR476VJY	ATAC-seq	ATAC-seq			CD8-positive, alpha-beta T cell male adult (21 years)	peripheral blood mononuclear cell			Michael Snyder, Stanford	ENCODE	in progress	/files/ENCFF979QEG/,/files/ENCFF193IPB/		ENCBS484RJL	1	1		Homo sapiens	adult	21 years										/replicates/9bd32b52-dc1f-4d20-a580-b398a1ced4c6/
/experiments/ENCSR054BKO/	ENCSR054BKO	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	urinary bladder tissue male adult (34 years)	urinary bladder	GEO:GSM1013133,SCREEN-GRCh38:urinary_bladder_male_adult_34_years		Bing Ren, UCSD	Roadmap	released	/files/ENCFF413QKU/,/files/ENCFF521DSX/,/files/ENCFF635SNH/,/files/ENCFF233WRE/,/files/ENCFF439WSM/,/files/ENCFF394WPA/,/files/ENCFF899SWH/,/files/ENCFF542QSU/,/files/ENCFF262JMS/,/files/ENCFF701IRJ/,/files/ENCFF746KLC/,/files/ENCFF729LJT/,/files/ENCFF567YJK/,/files/ENCFF881RLC/,/files/ENCFF627OFU/,/files/ENCFF515VMS/,/files/ENCFF558SLU/		ENCBS364KFR	1	1	ENCAB000ADS	Homo sapiens	adult	34 years										/replicates/aca22eee-43db-4ccd-8c72-f93e29955640/
/experiments/ENCSR670BGI/	ENCSR670BGI	DNase-seq	DNase-seq			dorsolateral prefrontal cortex tissue female adult (90 or above years)	dorsolateral prefrontal cortex			John Stamatoyannopoulos, UW	ENCODE	submitted	/files/ENCFF537PID/,/files/ENCFF288CMH/,/files/ENCFF955SXK/,/files/ENCFF389DKF/		ENCBS822WLR	1	1		Homo sapiens	adult	90 or above years										/replicates/f8bdfde4-6d32-4777-843b-a2d0850a9d21/
/experiments/ENCSR702OVJ/	ENCSR702OVJ	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	heart left ventricle tissue female adult (51 years)	heart left ventricle	GEO:GSE136510		Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF880QFR/,/files/ENCFF766BQI/,/files/ENCFF980DPM/,/files/ENCFF305XKI/,/files/ENCFF224LFM/,/files/ENCFF504OCJ/,/files/ENCFF625XET/,/files/ENCFF756KJB/,/files/ENCFF301SIL/,/files/ENCFF204RHW/,/files/ENCFF283CXG/,/files/ENCFF652COU/,/files/ENCFF962IUZ/,/files/ENCFF258ZRC/,/files/ENCFF835XKD/,/files/ENCFF600UFS/,/files/ENCFF971SIA/,/files/ENCFF707LTB/,/files/ENCFF735VWS/,/files/ENCFF587GPF/	/reference-epigenomes/ENCSR025UEI/	ENCBS684IAD	1	1,2	ENCAB557LLB	Homo sapiens	adult	51 years										/replicates/82356df1-c4a1-460f-bef6-436548618f7d/,/replicates/2a0b8694-add5-4b37-bce3-33ed40119d43/
/experiments/ENCSR156MYA/	ENCSR156MYA	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	skin epidermis tissue male adult (65 years)	skin epidermis		H3K27ac ChIP-seq of skin epidermis male adult (65 years). Note that tissue excised from donor is adjacent epidermis from Mohs cancer removal procedure.	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF075ZNF/,/files/ENCFF986YBF/,/files/ENCFF261VEZ/,/files/ENCFF163EQY/,/files/ENCFF778DIW/,/files/ENCFF078UNA/,/files/ENCFF924OGR/,/files/ENCFF504DNA/		ENCBS499OVL	1	1	ENCAB557LLB	Homo sapiens	adult	65 years										/replicates/6f050080-cf1c-48d9-acdd-f78491efa89b/
/experiments/ENCSR579RVI/	ENCSR579RVI	DNase-seq	DNase-seq			posterior cingulate gyrus tissue female adult (90 or above years)	posterior cingulate gyrus			John Stamatoyannopoulos, UW	ENCODE	in progress	/files/ENCFF059YXA/,/files/ENCFF539AMI/,/files/ENCFF873YHK/,/files/ENCFF239ODM/		ENCBS589FFO	1	1		Homo sapiens	adult	90 or above years										/replicates/cfaa6ea9-3d84-4470-a814-519664ef4d70/
/experiments/ENCSR778NQS/	ENCSR778NQS	ChIP-seq	Histone ChIP-seq	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	A549	A549		H3K27ac ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 0 mins.	Tim Reddy, Duke	GGR	released	/files/ENCFF236PNO/,/files/ENCFF808SQL/,/files/ENCFF897YZE/,/files/ENCFF141ICG/,/files/ENCFF648QLO/,/files/ENCFF932ORM/,/files/ENCFF561LMW/,/files/ENCFF256RBI/,/files/ENCFF697WAE/,/files/ENCFF637BNE/,/files/ENCFF944JOT/,/files/ENCFF830GYA/,/files/ENCFF585GYW/,/files/ENCFF136SNV/,/files/ENCFF215DUD/		ENCBS297OJC,ENCBS431BEM,ENCBS192IRK	1,3,2	1	ENCAB037IXK	Homo sapiens	adult	58 years										/replicates/472d1aeb-33f7-4c1d-8343-6ca4400d1c27/,/replicates/1355a72b-04cc-4878-90d2-ca245932d68d/,/replicates/cb7980e0-81f6-4e13-9d88-255d4f67bc19/
